traffic_level,road_condition,weather_severity,road_capacity,historical_delay,distance,demand_level,vehicle_load,previous_disruptions,disruption_prob,disruption
0.203,0.967,0.441,0.65,16.1,75.3,0.778,0.435,0,0.471,1
0.65,0.567,0.88,0.793,30.2,69.2,0.692,0.512,1,0.989,1
0.36,0.71,0.506,0.729,58.4,82.3,0.321,0.392,0,0.959,1
0.623,0.381,0.508,0.484,28.9,41.7,0.869,0.568,3,0.995,1
0.239,0.797,0.138,0.847,15.5,62.4,0.949,0.443,1,0.326,0
0.533,0.796,0.983,0.436,26.1,32.8,0.31,0.751,2,0.995,1
0.579,0.569,0.25,0.657,53.9,17.3,0.591,0.996,1,0.98,1
0.147,0.978,0.073,0.796,30.1,38.8,0.407,0.308,0,0.213,0
0.403,0.213,0.663,0.503,15.9,15.8,0.804,0.679,2,0.992,1
0.221,0.115,0.595,0.442,9.6,83.5,0.777,0.702,0,0.97,1
0.157,0.793,0.415,0.567,8.5,10.0,0.313,0.94,0,0.59,1
0.991,0.826,0.422,0.854,35.3,50.9,0.902,0.654,1,0.956,1
0.39,0.208,0.785,0.944,30.2,54.0,0.345,0.681,1,0.985,1
0.829,0.339,0.196,0.636,31.2,46.7,0.838,0.63,3,0.99,1
0.329,0.116,0.82,0.729,9.3,57.0,0.566,0.488,0,0.972,1
0.713,0.364,0.649,0.923,37.1,11.6,0.463,0.339,3,0.995,1
0.784,0.796,0.419,0.279,44.2,48.1,0.327,0.586,1,0.991,1
0.636,0.566,0.458,0.386,21.0,25.8,0.334,0.337,3,0.986,1
0.524,0.413,0.257,0.767,29.5,80.0,0.73,0.685,2,0.95,1
0.471,0.435,0.752,0.859,20.1,65.3,0.64,0.515,3,0.984,1
0.414,0.101,0.513,0.886,43.3,82.7,0.298,0.674,2,0.992,1
0.937,0.37,0.321,0.532,51.4,5.1,0.29,0.394,1,0.996,1
0.848,0.682,0.596,0.271,32.4,25.7,0.258,0.953,1,0.997,1
0.969,0.977,0.996,0.55,41.9,18.2,0.795,0.926,0,0.996,1
0.212,0.862,0.435,0.385,37.5,2.9,0.77,0.433,1,0.915,1
0.758,0.121,0.921,0.433,29.2,22.1,0.247,0.54,1,0.999,1
0.945,0.909,0.345,0.818,29.2,58.3,0.648,0.729,3,0.956,1
0.263,0.805,0.055,0.26,27.6,21.2,0.268,0.367,1,0.75,1
0.16,0.802,0.204,0.862,7.7,44.2,0.923,0.548,1,0.247,1
0.767,0.512,0.419,0.542,26.6,75.7,0.926,0.476,1,0.978,1
0.617,0.458,0.22,0.677,45.5,59.6,0.759,0.941,3,0.989,1
0.858,0.373,0.0,0.272,40.8,34.8,0.941,0.897,1,0.993,1
0.226,0.159,0.915,0.47,13.4,32.9,0.849,0.706,3,0.997,1
0.816,0.305,0.844,0.272,24.0,39.8,0.863,0.664,3,1.0,1
0.281,0.322,0.742,0.969,13.6,16.7,0.656,0.952,1,0.926,1
0.247,0.536,0.168,0.846,11.2,54.6,0.445,0.953,2,0.619,0
0.248,0.773,0.12,0.568,9.1,32.2,0.374,0.979,0,0.42,0
0.833,0.526,0.068,0.379,41.2,72.7,0.462,0.388,2,0.985,1
0.699,0.152,0.724,0.947,21.8,64.8,0.703,0.412,2,0.992,1
0.571,0.962,0.929,0.476,23.4,52.7,0.338,0.774,2,0.988,1
0.423,0.948,0.431,0.329,17.9,32.2,0.407,0.679,0,0.837,1
0.889,0.807,0.119,0.651,82.6,19.4,0.574,0.313,0,0.985,1
0.453,0.992,0.512,0.955,18.8,66.4,0.386,0.343,2,0.69,0
0.835,0.59,0.349,0.203,22.1,42.4,0.671,0.922,0,0.987,1
0.495,0.966,0.375,0.39,13.8,20.7,0.939,0.908,2,0.899,1
0.439,0.168,0.621,0.951,24.4,18.2,0.798,0.55,1,0.971,1
0.516,0.429,0.719,0.337,26.6,15.7,0.733,0.924,3,0.998,1
0.371,0.303,0.111,0.291,17.4,66.5,0.666,0.716,1,0.946,1
0.773,0.276,0.036,0.656,27.8,21.0,0.59,0.864,0,0.94,1
0.552,0.227,0.994,0.889,14.6,45.7,0.349,0.599,3,0.996,1
0.309,0.66,0.233,0.582,18.6,39.5,0.916,0.379,1,0.734,1
0.91,0.803,0.054,0.996,33.3,50.1,0.399,0.604,3,0.873,1
0.446,0.62,0.19,0.743,13.6,74.8,0.273,0.62,3,0.825,0
0.589,0.232,0.039,0.259,16.4,74.0,0.8,0.686,2,0.978,1
0.916,0.83,0.392,0.994,24.9,39.4,0.34,0.374,1,0.862,1
0.662,0.672,0.802,0.526,18.1,3.3,0.498,0.994,2,0.992,1
0.205,0.449,0.341,0.43,19.2,37.4,0.223,0.471,2,0.935,1
0.946,0.707,0.444,0.646,26.9,52.3,0.31,0.439,3,0.986,1
0.665,0.334,0.676,0.443,21.0,48.3,0.339,0.669,1,0.994,1
0.401,0.411,0.509,0.269,12.9,56.1,0.244,0.676,2,0.985,1
0.225,0.926,0.861,0.201,53.1,14.8,0.725,0.608,1,0.994,1
0.815,0.361,0.866,0.56,49.3,55.7,0.87,0.84,3,1.0,1
0.658,0.523,0.01,0.869,20.4,17.2,0.499,0.662,1,0.715,0
0.58,0.901,0.778,0.658,20.5,64.3,0.9,0.727,0,0.928,1
0.905,0.737,0.461,0.999,26.1,30.1,0.371,0.807,1,0.915,1
0.81,0.156,0.989,0.429,30.4,60.9,0.46,0.318,2,1.0,1
0.237,0.233,0.483,0.424,6.2,6.0,0.321,0.699,1,0.955,1
0.381,0.107,0.987,0.328,26.2,35.9,0.696,0.919,2,0.999,1
0.324,0.668,0.755,0.331,19.2,60.5,0.536,0.312,0,0.955,1
0.77,0.503,0.249,0.428,53.6,20.8,0.691,0.584,1,0.993,1
0.13,0.221,0.538,0.834,5.9,68.0,0.809,0.948,2,0.901,1
0.613,0.962,0.992,0.925,39.8,54.4,0.637,0.547,2,0.984,1
0.786,0.577,0.858,0.98,43.2,50.8,0.702,0.621,2,0.995,1
0.889,0.318,0.097,0.386,24.3,31.3,0.948,0.987,3,0.994,1
0.408,0.551,0.706,0.905,17.8,42.0,0.439,0.44,4,0.973,1
0.839,0.712,0.346,0.463,23.8,51.6,0.487,0.346,3,0.98,1
0.2,0.169,0.007,0.29,9.4,41.2,0.774,0.902,2,0.935,1
0.862,0.347,0.403,0.896,26.1,60.0,0.689,0.908,0,0.96,1
0.215,0.826,0.235,0.709,17.6,38.0,0.343,0.63,4,0.771,1
0.458,0.514,0.819,0.332,19.4,18.8,0.501,0.66,3,0.996,1
0.818,0.592,0.337,0.544,64.7,19.8,0.574,0.885,0,0.995,1
0.235,0.49,0.828,0.43,7.9,2.5,0.536,0.817,1,0.975,1
0.306,0.14,0.001,0.789,62.2,27.0,0.343,0.486,4,0.99,1
0.75,0.249,0.308,0.563,22.7,64.2,0.94,0.312,4,0.993,1
0.748,0.501,0.241,0.991,40.9,67.9,0.81,0.636,1,0.936,1
0.677,0.288,0.234,0.244,23.1,18.8,0.585,0.901,4,0.997,1
0.725,0.145,0.068,0.484,20.4,81.6,0.744,0.927,3,0.99,1
0.588,0.859,0.187,0.586,44.0,43.7,0.918,0.969,0,0.898,1
0.327,0.983,0.556,0.603,13.7,78.1,0.309,0.916,3,0.885,1
0.411,0.814,0.291,0.453,26.4,60.7,0.4,0.706,0,0.832,0
0.263,0.868,0.417,0.783,19.1,62.0,0.634,0.611,1,0.623,0
0.918,0.318,0.377,0.9,32.5,9.1,0.839,0.842,3,0.992,1
0.625,0.965,0.876,0.951,25.9,20.3,0.229,0.818,3,0.967,1
0.461,0.277,0.905,0.844,31.3,2.7,0.987,0.677,1,0.993,1
0.516,0.956,0.493,0.88,14.3,61.4,0.564,0.361,5,0.897,0
0.953,0.995,0.33,0.64,40.4,30.6,0.487,0.948,7,0.996,1
0.238,0.741,0.107,0.861,39.9,67.3,0.434,0.619,2,0.721,0
0.628,0.983,0.953,0.443,16.6,30.1,0.339,0.554,0,0.967,1
0.555,0.613,0.06,0.519,16.2,70.0,0.833,0.741,1,0.812,1
0.65,0.334,0.298,0.454,35.2,12.8,0.964,0.772,4,0.997,1
0.116,0.493,0.298,0.574,11.5,16.4,0.531,0.447,1,0.725,1
0.885,0.634,0.32,0.428,29.9,30.3,0.962,0.886,1,0.986,1
0.939,0.166,0.164,0.969,25.7,35.9,0.859,0.503,2,0.973,1
0.609,0.66,0.783,0.45,25.8,30.9,0.585,0.431,1,0.988,1
0.727,0.983,0.122,0.278,20.2,65.4,0.739,0.584,1,0.856,1
0.93,0.271,0.635,0.621,33.0,10.0,0.548,0.811,2,0.998,1
0.737,0.813,0.124,0.246,40.0,31.2,0.647,0.976,0,0.969,1
0.237,0.917,0.071,0.288,10.4,71.5,0.246,0.866,1,0.588,0
0.619,0.949,0.909,0.376,25.3,7.5,0.757,0.958,0,0.987,1
0.646,0.964,0.19,0.571,88.6,80.2,0.242,0.398,2,0.991,1
0.482,0.569,0.821,0.547,29.4,83.9,0.854,0.35,1,0.988,1
0.763,0.98,0.545,0.84,46.7,9.4,0.86,0.69,0,0.937,1
0.941,0.782,0.078,0.792,31.6,26.2,0.39,0.503,1,0.862,1
0.933,0.246,0.955,0.541,45.2,32.9,0.459,0.88,0,1.0,1
0.506,0.529,0.247,0.467,13.3,66.4,0.585,0.77,1,0.908,1
0.202,0.746,0.86,0.453,7.0,51.5,0.677,0.98,0,0.926,1
0.986,0.323,0.169,0.819,28.1,55.5,0.43,0.478,4,0.99,1
0.855,0.677,0.854,0.242,29.1,64.9,0.674,0.64,3,0.999,1
0.212,0.7,0.013,0.21,33.3,11.8,0.438,0.651,0,0.817,1
0.929,0.246,0.512,0.836,29.6,71.2,0.244,0.467,4,0.997,1
0.883,0.609,0.769,0.582,38.0,60.6,0.202,0.713,1,0.997,1
0.567,0.794,0.935,0.305,32.7,49.9,0.281,0.61,1,0.995,1
0.632,0.549,0.909,0.388,29.0,75.8,0.834,0.613,3,0.999,1
0.459,0.111,0.82,0.946,18.1,60.1,0.969,0.554,2,0.989,1
0.149,0.108,0.888,0.888,16.6,18.7,0.542,0.312,1,0.975,1
0.402,0.421,0.199,0.768,16.3,37.7,0.61,0.665,0,0.721,1
0.823,0.934,0.284,0.586,21.9,43.0,0.317,0.535,2,0.909,1
0.104,0.306,0.289,0.616,76.6,6.6,0.641,0.301,4,0.997,1
0.4,0.671,0.377,0.98,12.0,81.2,0.316,0.516,0,0.491,0
0.458,0.3,0.393,0.973,12.6,12.7,0.689,0.495,1,0.849,1
0.584,0.39,0.545,0.372,46.2,59.9,0.947,0.575,1,0.997,1
0.928,0.863,0.16,0.849,28.6,44.0,0.357,0.392,2,0.871,0
0.412,0.756,0.691,0.358,26.1,4.1,0.812,0.655,4,0.993,1
0.412,0.186,0.168,0.371,16.3,78.8,0.219,0.785,2,0.975,1
0.764,0.486,0.31,0.741,26.5,72.7,0.5,0.741,1,0.956,1
0.507,0.126,0.503,0.524,17.2,45.5,0.289,0.863,1,0.989,1
0.302,0.533,0.796,0.945,13.9,21.0,0.482,0.616,0,0.858,1
0.507,0.696,0.739,0.271,20.6,12.1,0.339,0.663,2,0.992,1
0.227,0.207,0.646,0.609,24.8,32.2,0.499,0.867,2,0.989,1
0.259,0.36,0.156,0.935,17.2,23.2,0.534,0.599,1,0.637,0
0.549,0.458,0.547,0.923,56.8,44.1,0.44,0.791,0,0.982,1
0.477,0.928,0.087,0.325,12.6,82.2,0.725,0.604,0,0.576,0
0.923,0.994,0.377,0.493,33.6,49.7,0.935,0.592,1,0.96,1
0.426,0.14,0.414,0.695,23.8,75.9,0.52,0.832,0,0.963,1
0.623,0.785,0.04,0.328,53.5,56.0,0.354,0.422,1,0.96,1
0.669,0.435,0.274,0.974,17.5,41.4,0.417,0.537,3,0.922,1
0.112,0.453,0.956,0.932,15.6,72.9,0.883,0.457,1,0.933,1
0.697,0.779,0.954,0.334,46.3,41.1,0.657,0.551,3,0.999,1
0.26,0.927,0.352,0.297,10.7,74.1,0.564,0.461,4,0.894,1
0.965,0.956,0.043,0.268,55.5,26.2,0.32,0.706,0,0.976,1
0.234,0.619,0.179,0.928,6.1,12.7,0.56,0.859,1,0.331,0
0.473,0.421,0.392,0.355,31.6,73.0,0.423,0.851,3,0.994,1
0.177,0.809,0.948,0.533,45.0,50.8,0.955,0.555,0,0.98,1
0.997,0.326,0.141,0.559,41.0,75.8,0.907,0.992,0,0.99,1
0.552,0.608,0.764,0.679,22.5,79.8,0.267,0.716,2,0.984,0
0.636,0.423,0.109,0.257,16.6,6.5,0.613,0.58,1,0.955,1
0.16,0.691,0.981,0.381,41.9,43.6,0.38,0.885,0,0.993,1
0.775,0.316,0.382,0.945,28.9,33.1,0.529,0.811,2,0.977,1
0.289,0.272,0.775,0.927,7.7,53.9,0.901,0.824,2,0.954,1
0.908,0.926,0.343,0.825,40.3,67.9,0.622,0.437,3,0.967,1
0.285,0.192,0.628,0.216,17.0,25.3,0.467,0.628,1,0.993,1
0.272,0.555,0.192,0.462,8.8,48.2,0.366,0.903,2,0.849,1
0.133,0.299,0.146,0.702,6.9,60.8,0.84,0.653,0,0.545,0
0.525,0.135,0.938,0.42,14.1,13.2,0.7,0.778,1,0.998,1
0.608,0.132,0.918,0.928,28.0,69.6,0.574,0.712,0,0.993,1
0.159,0.258,0.887,0.707,18.6,52.3,0.374,0.89,0,0.974,1
0.798,0.88,0.625,0.258,30.5,80.8,0.467,0.499,1,0.989,1
0.508,0.354,0.808,0.927,38.2,30.2,0.968,0.703,1,0.99,1
0.572,0.955,0.069,0.966,43.9,11.0,0.616,0.386,0,0.522,1
0.497,0.623,0.335,0.262,26.8,44.0,0.521,0.783,1,0.974,1
0.461,0.493,0.314,0.626,11.7,9.1,0.617,0.812,0,0.826,1
0.604,0.622,0.636,0.443,32.9,82.5,0.823,0.33,1,0.987,1
0.24,0.565,0.356,0.514,14.1,5.2,0.472,0.773,0,0.801,1
0.264,0.783,0.149,0.344,19.1,64.5,0.343,0.59,0,0.664,1
0.876,0.354,0.596,0.662,37.6,45.6,0.668,0.387,0,0.993,1
0.952,0.418,0.814,0.966,30.3,32.6,0.732,0.594,3,0.997,1
0.436,0.905,0.382,0.602,48.3,7.5,0.77,0.436,0,0.899,1
0.344,0.952,0.132,0.266,10.7,53.6,0.906,0.591,2,0.715,1
0.68,0.903,0.197,0.696,33.7,50.6,0.497,0.569,1,0.836,0
0.468,0.478,0.237,0.472,11.8,25.3,0.26,0.817,0,0.865,1
0.123,0.802,0.3,0.885,41.9,77.5,0.967,0.842,4,0.883,1
0.241,0.529,0.643,0.548,7.8,27.2,0.548,0.725,0,0.886,1
0.744,0.548,0.601,0.354,20.1,39.3,0.699,0.316,1,0.987,1
0.693,0.284,0.696,0.353,23.4,47.1,0.733,0.952,2,0.999,1
0.124,0.632,0.363,0.815,10.1,10.3,0.637,0.78,2,0.64,0
0.3,0.268,0.824,0.412,11.1,79.4,0.364,0.324,1,0.986,1
0.308,0.398,0.204,0.814,20.9,33.1,0.804,0.873,2,0.852,1
0.705,0.87,0.469,0.365,26.4,8.7,0.843,0.44,0,0.943,1
0.118,0.286,0.801,0.457,3.5,34.1,0.642,0.705,3,0.986,1
0.194,0.164,0.18,0.572,10.6,51.8,0.591,0.627,2,0.901,0
0.82,0.162,0.11,0.955,45.4,44.6,0.291,0.594,2,0.985,1
0.261,0.947,0.884,0.945,24.1,59.6,0.267,0.923,3,0.924,1
0.687,0.556,0.343,0.365,36.5,6.6,0.472,0.606,1,0.987,1
0.314,0.468,0.684,0.487,25.8,25.6,0.449,0.353,2,0.985,1
0.189,0.83,0.025,0.32,10.3,70.0,0.963,0.963,0,0.483,1
0.319,0.852,0.69,0.608,9.5,8.6,0.827,0.944,3,0.935,1
0.75,0.399,0.316,0.568,23.5,73.0,0.728,0.779,2,0.984,1
0.87,0.724,0.056,0.921,48.5,9.6,0.614,0.628,2,0.934,1
0.847,0.794,0.61,0.944,80.2,71.3,0.334,0.365,0,0.993,1
0.457,0.689,0.241,0.507,21.7,31.9,0.983,0.854,2,0.918,1
0.701,0.236,0.387,0.593,17.7,52.8,0.5,0.353,2,0.984,1
0.284,0.888,0.081,0.917,9.4,14.7,0.286,0.348,1,0.169,0
0.364,0.585,0.147,0.845,14.9,7.5,0.595,0.676,1,0.57,0
0.907,0.354,0.298,0.203,35.6,19.9,0.899,0.412,1,0.996,1
0.112,0.483,0.09,0.456,4.0,12.6,0.91,0.305,1,0.52,1
0.177,0.134,0.911,0.537,47.5,27.9,0.209,0.596,0,0.997,1
0.287,0.215,0.006,0.384,14.0,44.7,0.909,0.396,3,0.93,1
0.124,0.789,0.484,0.36,39.7,50.9,0.417,0.412,1,0.937,1
0.263,0.1,0.123,0.23,29.3,67.6,0.231,0.354,2,0.982,1
0.625,0.475,0.308,0.715,36.7,56.5,0.878,0.444,1,0.961,1
0.479,0.57,0.926,0.41,26.0,52.5,0.891,0.801,3,0.998,1
0.903,0.149,0.162,0.242,37.4,36.2,0.677,0.866,5,1.0,1
0.836,0.976,0.966,0.385,36.1,41.3,0.66,0.617,2,0.997,1
0.408,0.304,0.206,0.842,25.1,36.4,0.85,0.655,1,0.876,1
0.333,0.374,0.742,0.881,20.4,71.9,0.829,0.323,1,0.954,1
0.442,0.374,0.547,0.586,75.5,21.1,0.912,0.349,1,0.998,1
0.631,0.307,0.884,0.533,35.5,2.5,0.642,0.48,0,0.997,1
0.341,0.101,0.554,0.982,31.0,56.1,0.974,0.681,0,0.957,1
0.662,0.756,0.535,0.36,47.4,18.8,0.997,0.818,2,0.996,1
0.468,0.97,0.195,0.372,15.4,75.9,0.293,0.724,1,0.741,1
0.597,0.302,0.166,0.433,16.2,73.3,0.88,0.574,2,0.968,1
0.493,0.697,0.916,0.338,22.2,8.4,0.6,0.383,5,0.998,1
0.365,0.768,0.328,0.503,20.0,10.8,0.51,0.847,4,0.952,1
0.954,0.864,0.372,0.929,50.3,43.1,0.69,0.555,0,0.943,1
0.787,0.48,0.76,0.692,28.5,52.6,0.245,0.815,0,0.99,1
0.226,0.373,0.339,0.53,18.3,24.8,0.605,0.659,2,0.94,1
0.882,0.393,0.952,0.948,33.3,61.5,0.897,0.817,2,0.998,1
0.539,0.741,0.738,0.239,14.1,51.4,0.371,0.935,2,0.992,1
0.905,0.835,0.597,0.368,37.0,29.0,0.541,0.945,1,0.995,1
0.82,0.263,0.881,0.653,46.9,4.1,0.952,0.675,1,0.999,1
0.483,0.434,0.05,0.692,14.6,64.3,0.543,0.658,2,0.822,1
0.12,0.912,0.257,0.232,16.5,19.8,0.487,0.486,1,0.688,1
0.342,0.826,0.465,0.522,22.1,71.3,0.552,0.955,4,0.966,1
0.587,0.986,0.227,0.719,17.4,36.9,0.616,0.621,0,0.499,1
0.67,0.779,0.744,0.758,18.7,49.9,0.706,0.389,3,0.976,1
0.332,0.454,0.919,0.711,67.0,74.5,0.841,0.603,6,1.0,1
0.225,0.632,0.424,0.456,13.1,73.7,0.562,0.389,4,0.943,0
0.851,0.695,0.342,0.275,25.2,32.8,0.854,0.652,2,0.989,1
0.986,0.171,0.962,0.542,27.5,19.3,0.627,0.693,2,1.0,1
0.573,0.59,0.445,0.303,30.8,66.3,0.471,0.536,1,0.984,1
0.255,0.738,0.489,0.958,20.5,37.9,0.726,0.35,2,0.743,0
0.345,0.251,0.352,0.58,24.1,17.9,0.774,0.96,2,0.978,1
0.117,0.803,0.91,0.454,4.3,77.1,0.646,0.841,2,0.946,1
0.923,0.625,0.569,0.813,56.7,18.4,0.245,0.887,2,0.997,1
0.206,0.957,0.762,0.598,12.5,4.1,0.336,0.557,2,0.867,1
0.619,0.138,0.812,0.448,21.1,3.7,0.428,0.833,0,0.997,1
0.347,0.339,0.342,0.85,18.0,53.7,0.426,0.64,1,0.857,1
0.599,0.641,0.434,0.894,22.4,56.9,0.739,0.441,0,0.816,1
0.686,0.367,0.848,0.738,47.0,27.8,0.215,0.387,1,0.998,1
0.847,0.743,0.363,0.238,60.9,28.6,0.805,0.542,2,0.998,1
0.286,0.783,0.794,0.653,12.6,30.2,0.412,0.396,1,0.888,1
0.11,0.192,0.941,0.811,32.7,58.5,0.448,0.999,1,0.991,1
0.223,0.562,0.623,0.309,28.4,6.8,0.622,0.334,2,0.982,1
0.91,0.558,0.742,0.383,62.8,79.1,0.373,0.609,2,1.0,1
0.887,0.432,0.805,0.906,26.4,20.5,0.908,0.616,2,0.994,1
0.638,0.94,0.845,0.216,28.8,85.0,0.268,0.51,0,0.987,1
0.64,0.845,0.395,0.802,20.8,16.2,0.556,0.7,1,0.817,1
0.699,0.727,0.051,0.579,43.5,66.0,0.88,0.405,2,0.944,1
0.258,0.743,0.402,0.557,6.5,20.5,0.693,0.849,3,0.858,1
0.923,0.516,0.674,0.206,35.6,8.7,0.434,0.533,1,0.999,1
0.477,0.929,0.45,0.856,18.1,74.6,0.537,0.714,3,0.822,0
0.445,0.725,0.749,0.488,17.0,73.3,0.765,0.801,2,0.979,1
0.567,0.756,0.357,0.633,29.7,35.5,0.979,0.922,0,0.894,1
0.142,0.876,0.635,0.742,32.2,60.3,0.915,0.885,2,0.902,1
0.25,0.347,0.186,0.762,20.3,48.2,0.474,0.726,1,0.8,0
0.764,0.826,0.749,0.965,47.9,72.8,0.999,0.572,2,0.987,1
0.175,0.276,0.546,0.625,9.0,28.1,0.203,0.652,2,0.947,1
0.643,0.411,0.204,0.52,27.1,45.5,0.222,0.838,0,0.953,1
0.321,0.402,0.292,0.963,17.0,42.3,0.859,0.914,0,0.644,1
0.45,0.981,0.749,0.714,11.4,31.4,0.36,0.373,2,0.871,1
0.36,0.871,0.483,0.439,21.2,76.0,0.249,0.569,2,0.92,1
0.42,0.731,0.216,0.301,26.8,15.8,0.39,0.843,2,0.954,1
0.747,0.754,0.967,0.874,32.1,14.4,0.541,0.602,2,0.992,1
0.367,0.606,0.715,0.49,29.2,49.9,0.784,0.533,4,0.994,1
0.61,0.952,0.957,0.728,28.0,56.6,0.699,0.588,1,0.973,1
0.528,0.547,0.427,0.577,14.2,18.2,0.39,0.722,1,0.93,0
0.697,0.442,0.475,0.359,19.3,34.4,0.603,1.0,1,0.991,1
0.943,0.247,0.898,0.681,37.2,80.6,0.941,0.645,3,1.0,1
0.759,0.808,0.525,0.249,23.8,22.5,0.852,0.446,0,0.971,1
0.293,0.761,0.707,0.531,8.6,57.5,0.459,0.414,2,0.916,1
0.128,0.446,0.252,0.637,11.6,63.4,0.986,0.33,0,0.587,0
0.336,0.123,0.447,0.549,20.5,39.2,0.767,0.691,1,0.979,1
0.636,0.855,0.123,0.799,21.9,79.8,0.25,0.681,2,0.722,1
0.146,0.11,0.206,0.862,22.8,63.1,0.228,0.444,2,0.887,1
0.547,0.733,0.001,0.817,29.2,40.0,0.335,0.787,4,0.859,1
0.637,0.973,0.039,0.231,22.0,49.3,0.782,0.819,2,0.9,1
0.401,0.494,0.977,0.355,31.1,59.5,0.347,0.481,1,0.996,1
0.794,0.311,0.242,0.629,35.5,51.2,0.609,0.541,3,0.993,1
0.196,0.734,0.663,0.948,20.1,74.9,0.275,0.993,2,0.831,1
0.168,0.835,0.839,0.868,16.3,31.6,0.937,0.562,4,0.933,1
0.755,0.592,0.551,0.874,19.1,26.9,0.475,0.833,0,0.917,1
0.546,0.97,0.153,0.443,31.5,19.7,0.927,0.617,1,0.832,1
0.72,0.147,0.728,0.544,25.1,5.1,0.956,0.855,4,0.999,1
0.491,0.554,0.6,0.577,55.2,5.6,0.205,0.838,0,0.992,1
0.322,0.747,0.731,0.326,33.6,74.2,0.571,0.767,1,0.987,1
0.837,0.876,0.77,0.225,34.2,58.3,0.22,0.898,1,0.997,1
0.819,0.261,0.975,0.958,24.8,56.8,0.927,0.957,3,0.998,1
0.725,0.82,0.574,0.393,21.5,53.0,0.615,0.706,1,0.976,1
0.345,0.597,0.342,0.392,14.9,72.5,0.26,0.466,1,0.886,1
0.631,0.457,0.648,0.267,25.5,41.9,0.288,0.579,2,0.997,1
0.425,0.219,0.068,0.943,15.9,74.2,0.507,0.831,3,0.861,1
0.182,0.879,0.897,0.664,15.4,31.8,0.952,0.756,0,0.856,0
0.926,0.242,0.119,0.734,25.9,78.9,0.754,0.424,1,0.968,1
0.223,0.379,0.328,0.929,62.6,60.0,0.894,0.336,3,0.983,1
0.955,0.361,0.816,0.476,25.6,23.3,0.493,0.778,0,0.998,1
0.501,0.884,0.597,0.697,52.8,48.8,0.235,0.476,1,0.972,1
0.267,0.705,0.394,0.231,43.4,46.2,0.979,0.65,1,0.978,1
0.588,0.817,0.473,0.349,25.9,13.4,0.214,0.823,0,0.956,1
0.886,0.325,0.855,0.865,41.5,51.1,0.958,0.694,1,0.998,1
0.759,0.662,0.34,0.813,27.6,28.1,0.495,0.358,2,0.94,1
0.826,0.615,0.87,0.481,35.6,6.3,0.208,0.43,3,0.999,1
0.693,0.85,0.088,0.501,23.6,80.7,0.751,0.454,2,0.859,1
0.723,0.915,0.777,0.627,23.5,55.2,0.984,0.481,3,0.985,1
0.864,0.111,0.848,0.2,34.6,74.8,0.973,0.696,0,1.0,1
0.325,0.707,0.182,0.393,18.5,58.1,0.329,0.653,2,0.865,1
0.54,0.147,0.43,0.367,26.5,31.6,0.345,0.442,3,0.996,1
0.299,0.594,0.165,0.4,12.5,44.6,0.652,0.347,0,0.665,1
0.989,0.359,0.707,0.845,31.6,58.1,0.71,0.42,3,0.998,1
0.95,0.376,0.535,0.424,25.1,81.7,0.792,0.989,2,0.998,1
0.135,0.418,0.635,0.353,4.2,23.1,0.345,0.628,2,0.962,1
0.735,0.659,0.196,0.603,22.8,74.6,0.967,0.907,5,0.982,1
0.933,0.401,0.212,0.893,24.5,78.7,0.711,0.894,2,0.963,1
0.263,0.759,0.041,0.393,8.2,57.6,0.878,0.658,1,0.537,1
0.611,0.464,0.322,0.263,40.4,79.3,0.632,0.795,2,0.996,1
0.924,0.162,0.56,0.485,23.7,35.0,0.531,0.435,6,1.0,1
0.131,0.805,0.858,0.798,19.4,81.1,0.982,0.782,1,0.873,1
0.728,0.357,0.667,0.641,23.0,60.3,0.666,0.491,2,0.993,1
0.368,0.489,0.435,0.853,40.0,5.5,0.893,0.882,0,0.921,1
0.932,0.717,0.953,0.968,33.3,77.3,0.963,0.359,5,0.998,1
0.974,0.399,0.719,0.834,29.8,42.2,0.74,0.841,3,0.997,1
0.95,0.151,0.93,0.683,34.7,40.2,0.639,0.37,5,1.0,1
0.527,0.437,0.528,0.595,20.4,49.0,0.203,0.917,2,0.983,1
0.876,0.95,0.259,0.232,34.4,14.4,0.232,0.513,0,0.956,1
0.86,0.678,0.053,0.987,23.3,40.9,0.361,0.758,0,0.624,1
0.387,0.704,0.726,0.507,96.8,71.0,0.349,0.641,1,0.999,1
0.846,0.669,0.121,0.322,29.5,3.3,0.404,0.556,1,0.965,1
0.133,0.279,0.303,0.733,9.8,24.7,0.444,0.752,3,0.889,0
0.637,0.477,0.532,0.427,34.5,2.2,0.488,0.963,1,0.994,1
0.307,0.776,0.564,0.669,14.5,36.5,0.536,0.329,2,0.854,1
0.209,0.191,0.601,0.669,32.1,62.5,0.279,0.943,3,0.993,1
0.169,0.35,0.166,0.557,13.3,68.3,0.234,0.726,1,0.801,0
0.727,0.349,0.38,0.869,37.2,80.5,0.739,0.865,1,0.978,1
0.406,0.489,0.617,0.412,11.9,52.5,0.63,0.569,4,0.99,1
0.752,0.982,0.97,0.559,46.9,23.1,0.555,0.63,2,0.997,1
0.159,0.161,0.728,0.63,23.9,78.7,0.708,0.908,2,0.991,1
0.384,0.567,0.923,0.731,13.2,66.4,0.862,0.59,2,0.976,1
0.586,0.261,0.762,0.827,17.0,49.7,0.542,0.674,3,0.993,1
0.812,0.974,0.592,0.516,26.0,59.7,0.713,0.314,1,0.956,1
